date,trend_tariff,trend_inflation,trend_war
2017-02-22,3.710526315789473,15.4,25.0
2017-02-23,3.710526315789473,15.4,25.0
2017-02-24,3.710526315789473,15.4,25.0
2017-02-25,3.710526315789473,15.4,26.0
2017-02-26,3.710526315789473,15.4,26.0
2017-02-27,3.710526315789473,15.4,26.0
2017-02-28,3.710526315789473,15.4,26.0
2017-03-01,3.710526315789473,15.4,26.0
2017-03-02,3.710526315789473,15.4,26.0
2017-03-03,3.710526315789473,15.4,26.0
2017-03-04,3.896052631578947,16.6,27.0
2017-03-05,3.896052631578947,16.6,27.0
2017-03-06,3.896052631578947,16.6,27.0
2017-03-07,3.896052631578947,16.6,27.0
2017-03-08,3.896052631578947,16.6,27.0
2017-03-09,3.896052631578947,16.6,27.0
2017-03-10,3.896052631578947,16.6,27.0
2017-03-11,3.710526315789473,15.6,27.0
2017-03-12,3.710526315789473,15.6,27.0
2017-03-13,3.710526315789473,15.6,27.0
2017-03-14,3.710526315789473,15.6,27.0
2017-03-15,3.710526315789473,15.6,27.0
2017-03-16,3.710526315789473,15.6,27.0
2017-03-17,3.710526315789473,15.6,27.0
2017-03-18,2.9684210526315784,13.8,25.0
2017-03-19,2.9684210526315784,13.8,25.0
2017-03-20,2.9684210526315784,13.8,25.0
2017-03-21,2.9684210526315784,13.8,25.0
2017-03-22,2.9684210526315784,13.8,25.0
2017-03-23,2.9684210526315784,13.8,25.0
2017-03-24,2.9684210526315784,13.8,25.0
2017-03-25,3.339473684210526,14.6,26.0
2017-03-26,3.339473684210526,14.6,26.0
2017-03-27,3.339473684210526,14.6,26.0
2017-03-28,3.339473684210526,14.6,26.0
2017-03-29,3.339473684210526,14.6,26.0
2017-03-30,3.339473684210526,14.6,26.0
2017-03-31,3.339473684210526,14.6,26.0
2017-04-01,3.1539473684210524,14.6,26.0
2017-04-02,3.1539473684210524,14.6,26.0
2017-04-03,3.1539473684210524,14.6,26.0
2017-04-04,3.1539473684210524,14.6,26.0
2017-04-05,3.1539473684210524,14.6,26.0
2017-04-06,3.1539473684210524,14.6,26.0
2017-04-07,3.1539473684210524,14.6,26.0
2017-04-08,3.1539473684210524,14.8,33.0
2017-04-09,3.1539473684210524,14.8,33.0
2017-04-10,3.1539473684210524,14.8,33.0
2017-04-11,3.1539473684210524,14.8,33.0
2017-04-12,3.1539473684210524,14.8,33.0
2017-04-13,3.1539473684210524,14.8,33.0
2017-04-14,3.1539473684210524,14.8,33.0
2017-04-15,2.5973684210526313,14.4,36.0
2017-04-16,2.5973684210526313,14.4,36.0
2017-04-17,2.5973684210526313,14.4,36.0
2017-04-18,2.5973684210526313,14.4,36.0
2017-04-19,2.5973684210526313,14.4,36.0
2017-04-20,2.5973684210526313,14.4,36.0
2017-04-21,2.5973684210526313,14.4,36.0
2017-04-22,2.782894736842105,14.8,32.0
2017-04-23,2.782894736842105,14.8,32.0
2017-04-24,2.782894736842105,14.8,32.0
2017-04-25,2.782894736842105,14.8,32.0
2017-04-26,2.782894736842105,14.8,32.0
2017-04-27,2.782894736842105,14.8,32.0
2017-04-28,2.782894736842105,14.8,32.0
2017-04-29,4.823684210526316,17.4,36.0
2017-04-30,4.823684210526316,17.4,36.0
2017-05-01,4.823684210526316,17.4,36.0
2017-05-02,4.823684210526316,17.4,36.0
2017-05-03,4.823684210526316,17.4,36.0
2017-05-04,4.823684210526316,17.4,36.0
2017-05-05,4.823684210526316,17.4,36.0
2017-05-06,3.710526315789473,16.6,35.0
2017-05-07,3.710526315789473,16.6,35.0
2017-05-08,3.710526315789473,16.6,35.0
2017-05-09,3.710526315789473,16.6,35.0
2017-05-10,3.710526315789473,16.6,35.0
2017-05-11,3.710526315789473,16.6,35.0
2017-05-12,3.710526315789473,16.6,35.0
2017-05-13,2.782894736842105,15.6,31.0
2017-05-14,2.782894736842105,15.6,31.0
2017-05-15,2.782894736842105,15.6,31.0
2017-05-16,2.782894736842105,15.6,31.0
2017-05-17,2.782894736842105,15.6,31.0
2017-05-18,2.782894736842105,15.6,31.0
2017-05-19,2.782894736842105,15.6,31.0
2017-05-20,2.226315789473684,12.4,28.0
2017-05-21,2.226315789473684,12.4,28.0
2017-05-22,2.226315789473684,12.4,28.0
2017-05-23,2.226315789473684,12.4,28.0
2017-05-24,2.226315789473684,12.4,28.0
2017-05-25,2.226315789473684,12.4,28.0
2017-05-26,2.226315789473684,12.4,28.0
2017-05-27,2.0407894736842103,10.0,27.0
2017-05-28,2.0407894736842103,10.0,27.0
2017-05-29,2.0407894736842103,10.0,27.0
2017-05-30,2.0407894736842103,10.0,27.0
2017-05-31,2.0407894736842103,10.0,27.0
2017-06-01,2.0407894736842103,10.0,27.0
2017-06-02,2.0407894736842103,10.0,27.0
2017-06-03,1.669736842105263,10.6,26.0
2017-06-04,1.669736842105263,10.6,26.0
2017-06-05,1.669736842105263,10.6,26.0
2017-06-06,1.669736842105263,10.6,26.0
2017-06-07,1.669736842105263,10.6,26.0
2017-06-08,1.669736842105263,10.6,26.0
2017-06-09,1.669736842105263,10.6,26.0
2017-06-10,1.669736842105263,10.2,24.0
2017-06-11,1.669736842105263,10.2,24.0
2017-06-12,1.669736842105263,10.2,24.0
2017-06-13,1.669736842105263,10.2,24.0
2017-06-14,1.669736842105263,10.2,24.0
2017-06-15,1.669736842105263,10.2,24.0
2017-06-16,1.669736842105263,10.2,24.0
2017-06-17,1.2986842105263157,10.2,20.0
2017-06-18,1.2986842105263157,10.2,20.0
2017-06-19,1.2986842105263157,10.2,20.0
2017-06-20,1.2986842105263157,10.2,20.0
2017-06-21,1.2986842105263157,10.2,20.0
2017-06-22,1.2986842105263157,10.2,20.0
2017-06-23,1.2986842105263157,10.2,20.0
2017-06-24,1.2986842105263157,9.6,20.0
2017-06-25,1.2986842105263157,9.6,20.0
2017-06-26,1.2986842105263157,9.6,20.0
2017-06-27,1.2986842105263157,9.6,20.0
2017-06-28,1.2986842105263157,9.6,20.0
2017-06-29,1.2986842105263157,9.6,20.0
2017-06-30,1.2986842105263157,9.6,20.0
2017-07-01,1.2986842105263157,9.4,19.0
2017-07-02,1.2986842105263157,9.4,19.0
2017-07-03,1.2986842105263157,9.4,19.0
2017-07-04,1.2986842105263157,9.4,19.0
2017-07-05,1.2986842105263157,9.4,19.0
2017-07-06,1.2986842105263157,9.4,19.0
2017-07-07,1.2986842105263157,9.4,19.0
2017-07-08,1.113157894736842,10.0,21.0
2017-07-09,1.113157894736842,10.0,21.0
2017-07-10,1.113157894736842,10.0,21.0
2017-07-11,1.113157894736842,10.0,21.0
2017-07-12,1.113157894736842,10.0,21.0
2017-07-13,1.113157894736842,10.0,21.0
2017-07-14,1.113157894736842,10.0,21.0
2017-07-15,1.2986842105263157,9.8,23.0
2017-07-16,1.2986842105263157,9.8,23.0
2017-07-17,1.2986842105263157,9.8,23.0
2017-07-18,1.2986842105263157,9.8,23.0
2017-07-19,1.2986842105263157,9.8,23.0
2017-07-20,1.2986842105263157,9.8,23.0
2017-07-21,1.2986842105263157,9.8,23.0
2017-07-22,1.2986842105263157,10.2,25.0
2017-07-23,1.2986842105263157,10.2,25.0
2017-07-24,1.2986842105263157,10.2,25.0
2017-07-25,1.2986842105263157,10.2,25.0
2017-07-26,1.2986842105263157,10.2,25.0
2017-07-27,1.2986842105263157,10.2,25.0
2017-07-28,1.2986842105263157,10.2,25.0
2017-07-29,1.2986842105263157,10.2,24.0
2017-07-30,1.2986842105263157,10.2,24.0
2017-07-31,1.2986842105263157,10.2,24.0
2017-08-01,1.2986842105263157,10.2,24.0
2017-08-02,1.2986842105263157,10.2,24.0
2017-08-03,1.2986842105263157,10.2,24.0
2017-08-04,1.2986842105263157,10.2,24.0
2017-08-05,1.2986842105263157,9.0,22.0
2017-08-06,1.2986842105263157,9.0,22.0
2017-08-07,1.2986842105263157,9.0,22.0
2017-08-08,1.2986842105263157,9.0,22.0
2017-08-09,1.2986842105263157,9.0,22.0
2017-08-10,1.2986842105263157,9.0,22.0
2017-08-11,1.2986842105263157,9.0,22.0
2017-08-12,1.113157894736842,9.6,25.0
2017-08-13,1.113157894736842,9.6,25.0
2017-08-14,1.113157894736842,9.6,25.0
2017-08-15,1.113157894736842,9.6,25.0
2017-08-16,1.113157894736842,9.6,25.0
2017-08-17,1.113157894736842,9.6,25.0
2017-08-18,1.113157894736842,9.6,25.0
2017-08-19,1.8552631578947365,8.8,26.0
2017-08-20,1.8552631578947365,8.8,26.0
2017-08-21,1.8552631578947365,8.8,26.0
2017-08-22,1.8552631578947365,8.8,26.0
2017-08-23,1.8552631578947365,8.8,26.0
2017-08-24,1.8552631578947365,8.8,26.0
2017-08-25,1.8552631578947365,8.8,26.0
2017-08-26,1.8552631578947365,8.6,21.0
2017-08-27,1.8552631578947365,8.6,21.0
2017-08-28,1.8552631578947365,8.6,21.0
2017-08-29,1.8552631578947365,8.6,21.0
2017-08-30,1.8552631578947365,8.6,21.0
2017-08-31,1.8552631578947365,8.6,21.0
2017-09-01,1.8552631578947365,8.6,21.0
2017-09-02,1.8552631578947365,9.2,20.0
2017-09-03,1.8552631578947365,9.2,20.0
2017-09-04,1.8552631578947365,9.2,20.0
2017-09-05,1.8552631578947365,9.2,20.0
2017-09-06,1.8552631578947365,9.2,20.0
2017-09-07,1.8552631578947365,9.2,20.0
2017-09-08,1.8552631578947365,9.2,20.0
2017-09-09,1.669736842105263,9.8,21.0
2017-09-10,1.669736842105263,9.8,21.0
2017-09-11,1.669736842105263,9.8,21.0
2017-09-12,1.669736842105263,9.8,21.0
2017-09-13,1.669736842105263,9.8,21.0
2017-09-14,1.669736842105263,9.8,21.0
2017-09-15,1.669736842105263,9.8,21.0
2017-09-16,2.0407894736842103,11.4,21.0
2017-09-17,2.0407894736842103,11.4,21.0
2017-09-18,2.0407894736842103,11.4,21.0
2017-09-19,2.0407894736842103,11.4,21.0
2017-09-20,2.0407894736842103,11.4,21.0
2017-09-21,2.0407894736842103,11.4,21.0
2017-09-22,2.0407894736842103,11.4,21.0
2017-09-23,2.5973684210526313,13.0,24.0
2017-09-24,2.5973684210526313,13.0,24.0
2017-09-25,2.5973684210526313,13.0,24.0
2017-09-26,2.5973684210526313,13.0,24.0
2017-09-27,2.5973684210526313,13.0,24.0
2017-09-28,2.5973684210526313,13.0,24.0
2017-09-29,2.5973684210526313,13.0,24.0
2017-09-30,2.9684210526315784,14.0,28.0
2017-10-01,2.9684210526315784,14.0,28.0
2017-10-02,2.9684210526315784,14.0,28.0
2017-10-03,2.9684210526315784,14.0,28.0
2017-10-04,2.9684210526315784,14.0,28.0
2017-10-05,2.9684210526315784,14.0,28.0
2017-10-06,2.9684210526315784,14.0,28.0
2017-10-07,2.782894736842105,14.4,25.0
2017-10-08,2.782894736842105,14.4,25.0
2017-10-09,2.782894736842105,14.4,25.0
2017-10-10,2.782894736842105,14.4,25.0
2017-10-11,2.782894736842105,14.4,25.0
2017-10-12,2.782894736842105,14.4,25.0
2017-10-13,2.782894736842105,14.4,25.0
2017-10-14,2.9684210526315784,14.6,28.0
2017-10-15,2.9684210526315784,14.6,28.0
2017-10-16,2.9684210526315784,14.6,28.0
2017-10-17,2.9684210526315784,14.6,28.0
2017-10-18,2.9684210526315784,14.6,28.0
2017-10-19,2.9684210526315784,14.6,28.0
2017-10-20,2.9684210526315784,14.6,28.0
2017-10-21,3.339473684210526,15.0,26.0
2017-10-22,3.339473684210526,15.0,26.0
2017-10-23,3.339473684210526,15.0,26.0
2017-10-24,3.339473684210526,15.0,26.0
2017-10-25,3.339473684210526,15.0,26.0
2017-10-26,3.339473684210526,15.0,26.0
2017-10-27,3.339473684210526,15.0,26.0
2017-10-28,3.5249999999999995,14.8,26.0
2017-10-29,3.5249999999999995,14.8,26.0
2017-10-30,3.5249999999999995,14.8,26.0
2017-10-31,3.5249999999999995,14.8,26.0
2017-11-01,3.5249999999999995,14.8,26.0
2017-11-02,3.5249999999999995,14.8,26.0
2017-11-03,3.5249999999999995,14.8,26.0
2017-11-04,3.896052631578947,15.6,26.0
2017-11-05,3.896052631578947,15.6,26.0
2017-11-06,3.896052631578947,15.6,26.0
2017-11-07,3.896052631578947,15.6,26.0
2017-11-08,3.896052631578947,15.6,26.0
2017-11-09,3.896052631578947,15.6,26.0
2017-11-10,3.896052631578947,15.6,26.0
2017-11-11,3.710526315789473,14.4,30.0
2017-11-12,3.710526315789473,14.4,30.0
2017-11-13,3.710526315789473,14.4,30.0
2017-11-14,3.710526315789473,14.4,30.0
2017-11-15,3.710526315789473,14.4,30.0
2017-11-16,3.710526315789473,14.4,30.0
2017-11-17,3.710526315789473,14.4,30.0
2017-11-18,4.0815789473684205,14.8,27.0
2017-11-19,4.0815789473684205,14.8,27.0
2017-11-20,4.0815789473684205,14.8,27.0
2017-11-21,4.0815789473684205,14.8,27.0
2017-11-22,4.0815789473684205,14.8,27.0
2017-11-23,4.0815789473684205,14.8,27.0
2017-11-24,4.0815789473684205,14.8,27.0
2017-11-25,1.8552631578947365,12.4,23.0
2017-11-26,1.8552631578947365,12.4,23.0
2017-11-27,1.8552631578947365,12.4,23.0
2017-11-28,1.8552631578947365,12.4,23.0
2017-11-29,1.8552631578947365,12.4,23.0
2017-11-30,1.8552631578947365,12.4,23.0
2017-12-01,1.8552631578947365,12.4,23.0
2017-12-02,3.710526315789473,16.4,35.0
2017-12-03,3.710526315789473,16.4,35.0
2017-12-04,3.710526315789473,16.4,35.0
2017-12-05,3.710526315789473,16.4,35.0
2017-12-06,3.710526315789473,16.4,35.0
2017-12-07,3.710526315789473,16.4,35.0
2017-12-08,3.710526315789473,16.4,35.0
2017-12-09,3.896052631578947,16.6,29.0
2017-12-10,3.896052631578947,16.6,29.0
2017-12-11,3.896052631578947,16.6,29.0
2017-12-12,3.896052631578947,16.6,29.0
2017-12-13,3.896052631578947,16.6,29.0
2017-12-14,3.896052631578947,16.6,29.0
2017-12-15,3.896052631578947,16.6,29.0
2017-12-16,3.896052631578947,16.4,27.0
2017-12-17,3.896052631578947,16.4,27.0
2017-12-18,3.896052631578947,16.4,27.0
2017-12-19,3.896052631578947,16.4,27.0
2017-12-20,3.896052631578947,16.4,27.0
2017-12-21,3.896052631578947,16.4,27.0
2017-12-22,3.896052631578947,16.4,27.0
2017-12-23,2.411842105263158,12.0,23.0
2017-12-24,2.411842105263158,12.0,23.0
2017-12-25,2.411842105263158,12.0,23.0
2017-12-26,2.411842105263158,12.0,23.0
2017-12-27,2.411842105263158,12.0,23.0
2017-12-28,2.411842105263158,12.0,23.0
2017-12-29,2.411842105263158,12.0,23.0
2017-12-30,0.7421052631578946,9.8,19.0
2017-12-31,0.7421052631578946,9.8,19.0
2018-01-01,0.7421052631578946,9.8,19.0
2018-01-02,0.7421052631578946,9.8,19.0
2018-01-03,0.7421052631578946,9.8,19.0
2018-01-04,0.7421052631578946,9.8,19.0
2018-01-05,0.7421052631578946,9.8,19.0
2018-01-06,1.669736842105263,9.4,20.0
2018-01-07,1.669736842105263,9.4,20.0
2018-01-08,1.669736842105263,9.4,20.0
2018-01-09,1.669736842105263,9.4,20.0
2018-01-10,1.669736842105263,9.4,20.0
2018-01-11,1.669736842105263,9.4,20.0
2018-01-12,1.669736842105263,9.4,20.0
2018-01-13,3.1539473684210524,14.0,24.0
2018-01-14,3.1539473684210524,14.0,24.0
2018-01-15,3.1539473684210524,14.0,24.0
2018-01-16,3.1539473684210524,14.0,24.0
2018-01-17,3.1539473684210524,14.0,24.0
2018-01-18,3.1539473684210524,14.0,24.0
2018-01-19,3.1539473684210524,14.0,24.0
2018-01-20,2.782894736842105,12.6,23.0
2018-01-21,2.782894736842105,12.6,23.0
2018-01-22,2.782894736842105,12.6,23.0
2018-01-23,2.782894736842105,12.6,23.0
2018-01-24,2.782894736842105,12.6,23.0
2018-01-25,2.782894736842105,12.6,23.0
2018-01-26,2.782894736842105,12.6,23.0
2018-01-27,9.647368421052631,15.4,25.0
2018-01-28,9.647368421052631,15.4,25.0
2018-01-29,9.647368421052631,15.4,25.0
2018-01-30,9.647368421052631,15.4,25.0
2018-01-31,9.647368421052631,15.4,25.0
2018-02-01,9.647368421052631,15.4,25.0
2018-02-02,9.647368421052631,15.4,25.0
2018-02-03,4.2671052631578945,15.2,25.0
2018-02-04,4.2671052631578945,15.2,25.0
2018-02-05,4.2671052631578945,15.2,25.0
2018-02-06,4.2671052631578945,15.2,25.0
2018-02-07,4.2671052631578945,15.2,25.0
2018-02-08,4.2671052631578945,15.2,25.0
2018-02-09,4.2671052631578945,15.2,25.0
2018-02-10,4.0815789473684205,19.4,24.0
2018-02-11,4.0815789473684205,19.4,24.0
2018-02-12,4.0815789473684205,19.4,24.0
2018-02-13,4.0815789473684205,19.4,24.0
2018-02-14,4.0815789473684205,19.4,24.0
2018-02-15,4.0815789473684205,19.4,24.0
2018-02-16,4.0815789473684205,19.4,24.0
2018-02-17,3.710526315789473,20.0,27.0
2018-02-18,3.710526315789473,20.0,27.0
2018-02-19,3.710526315789473,20.0,27.0
2018-02-20,3.710526315789473,20.0,27.0
2018-02-21,3.710526315789473,20.0,27.0
2018-02-22,3.710526315789473,20.0,27.0
2018-02-23,3.710526315789473,20.0,27.0
2018-02-24,3.339473684210526,16.0,26.0
2018-02-25,3.339473684210526,16.0,26.0
2018-02-26,3.339473684210526,16.0,26.0
2018-02-27,3.339473684210526,16.0,26.0
2018-02-28,3.339473684210526,16.0,26.0
2018-03-01,3.339473684210526,16.0,26.0
2018-03-02,3.339473684210526,16.0,26.0
2018-03-03,11.13157894736842,16.8,30.0
2018-03-04,11.13157894736842,16.8,30.0
2018-03-05,11.13157894736842,16.8,30.0
2018-03-06,11.13157894736842,16.8,30.0
2018-03-07,11.13157894736842,16.8,30.0
2018-03-08,11.13157894736842,16.8,30.0
2018-03-09,11.13157894736842,16.8,30.0
2018-03-10,18.552631578947366,15.2,29.0
2018-03-11,18.552631578947366,15.2,29.0
2018-03-12,18.552631578947366,15.2,29.0
2018-03-13,18.552631578947366,15.2,29.0
2018-03-14,18.552631578947366,15.2,29.0
2018-03-15,18.552631578947366,15.2,29.0
2018-03-16,18.552631578947366,15.2,29.0
2018-03-17,5.936842105263157,14.4,33.0
2018-03-18,5.936842105263157,14.4,33.0
2018-03-19,5.936842105263157,14.4,33.0
2018-03-20,5.936842105263157,14.4,33.0
2018-03-21,5.936842105263157,14.4,33.0
2018-03-22,5.936842105263157,14.4,33.0
2018-03-23,5.936842105263157,14.4,33.0
2018-03-24,8.163157894736841,15.0,32.0
2018-03-25,8.163157894736841,15.0,32.0
2018-03-26,8.163157894736841,15.0,32.0
2018-03-27,8.163157894736841,15.0,32.0
2018-03-28,8.163157894736841,15.0,32.0
2018-03-29,8.163157894736841,15.0,32.0
2018-03-30,8.163157894736841,15.0,32.0
2018-03-31,4.452631578947368,16.0,27.0
2018-04-01,4.452631578947368,16.0,27.0
2018-04-02,4.452631578947368,16.0,27.0
2018-04-03,4.452631578947368,16.0,27.0
2018-04-04,4.452631578947368,16.0,27.0
2018-04-05,4.452631578947368,16.0,27.0
2018-04-06,4.452631578947368,16.0,27.0
2018-04-07,11.873684210526314,14.8,31.0
2018-04-08,11.873684210526314,14.8,31.0
2018-04-09,11.873684210526314,14.8,31.0
2018-04-10,11.873684210526314,14.8,31.0
2018-04-11,11.873684210526314,14.8,31.0
2018-04-12,11.873684210526314,14.8,31.0
2018-04-13,11.873684210526314,14.8,31.0
2018-04-14,5.56578947368421,16.6,39.0
2018-04-15,5.56578947368421,16.6,39.0
2018-04-16,5.56578947368421,16.6,39.0
2018-04-17,5.56578947368421,16.6,39.0
2018-04-18,5.56578947368421,16.6,39.0
2018-04-19,5.56578947368421,16.6,39.0
2018-04-20,5.56578947368421,16.6,39.0
2018-04-21,4.0815789473684205,16.8,47.0
2018-04-22,4.0815789473684205,16.8,47.0
2018-04-23,4.0815789473684205,16.8,47.0
2018-04-24,4.0815789473684205,16.8,47.0
2018-04-25,4.0815789473684205,16.8,47.0
2018-04-26,4.0815789473684205,16.8,47.0
2018-04-27,4.0815789473684205,16.8,47.0
2018-04-28,3.710526315789473,16.2,97.0
2018-04-29,3.710526315789473,16.2,97.0
2018-04-30,3.710526315789473,16.2,97.0
2018-05-01,3.710526315789473,16.2,97.0
2018-05-02,3.710526315789473,16.2,97.0
2018-05-03,3.710526315789473,16.2,97.0
2018-05-04,3.710526315789473,16.2,97.0
2018-05-05,4.2671052631578945,17.0,100.0
2018-05-06,4.2671052631578945,17.0,100.0
2018-05-07,4.2671052631578945,17.0,100.0
2018-05-08,4.2671052631578945,17.0,100.0
2018-05-09,4.2671052631578945,17.0,100.0
2018-05-10,4.2671052631578945,17.0,100.0
2018-05-11,4.2671052631578945,17.0,100.0
2018-05-12,3.710526315789473,15.8,65.0
2018-05-13,3.710526315789473,15.8,65.0
2018-05-14,3.710526315789473,15.8,65.0
2018-05-15,3.710526315789473,15.8,65.0
2018-05-16,3.710526315789473,15.8,65.0
2018-05-17,3.710526315789473,15.8,65.0
2018-05-18,3.710526315789473,15.8,65.0
2018-05-19,2.782894736842105,14.2,47.0
2018-05-20,2.782894736842105,14.2,47.0
2018-05-21,2.782894736842105,14.2,47.0
2018-05-22,2.782894736842105,14.2,47.0
2018-05-23,2.782894736842105,14.2,47.0
2018-05-24,2.782894736842105,14.2,47.0
2018-05-25,2.782894736842105,14.2,47.0
2018-05-26,2.782894736842105,13.2,39.0
2018-05-27,2.782894736842105,13.2,39.0
2018-05-28,2.782894736842105,13.2,39.0
2018-05-29,2.782894736842105,13.2,39.0
2018-05-30,2.782894736842105,13.2,39.0
2018-05-31,2.782894736842105,13.2,39.0
2018-06-01,2.782894736842105,13.2,39.0
2018-06-02,5.380263157894736,12.0,34.0
2018-06-03,5.380263157894736,12.0,34.0
2018-06-04,5.380263157894736,12.0,34.0
2018-06-05,5.380263157894736,12.0,34.0
2018-06-06,5.380263157894736,12.0,34.0
2018-06-07,5.380263157894736,12.0,34.0
2018-06-08,5.380263157894736,12.0,34.0
2018-06-09,5.751315789473684,10.8,28.0
2018-06-10,5.751315789473684,10.8,28.0
2018-06-11,5.751315789473684,10.8,28.0
2018-06-12,5.751315789473684,10.8,28.0
2018-06-13,5.751315789473684,10.8,28.0
2018-06-14,5.751315789473684,10.8,28.0
2018-06-15,5.751315789473684,10.8,28.0
2018-06-16,8.719736842105261,11.6,28.0
2018-06-17,8.719736842105261,11.6,28.0
2018-06-18,8.719736842105261,11.6,28.0
2018-06-19,8.719736842105261,11.6,28.0
2018-06-20,8.719736842105261,11.6,28.0
2018-06-21,8.719736842105261,11.6,28.0
2018-06-22,8.719736842105261,11.6,28.0
